shipment_id,origin_country,destination_country,carrier,mode,weight_kg,volume_cbm,distance_km,num_items,is_hazardous,fuel_price_index,customs_declared_value_usd,value_density_usd_per_kg,promised_transit_days,ship_month,carrier_avg_delay_rate,carrier_shipment_count,lane_volume,is_delayed
SHP0018533,VN,TR,Kuehne+Nagel,Rail,2088.1,6.07,13573.8,143,0,97.9,123324.06,59.06,15,8,0.11185006045949214,3308,224,0
SHP0019810,IN,US,Expeditors,Sea,634.2,1.72,6596.9,419,0,110.1,20179.28,31.82,28,2,0.06552962298025135,3342,230,0
SHP0011757,NL,VN,Kuehne+Nagel,Road,1291.2,3.35,7749.7,382,0,93.2,5919.49,4.58,7,8,0.11185006045949214,3308,199,0
SHP0008306,CN,IN,Expeditors,Sea,3972.0,20.59,6734.4,499,0,82.1,158436.65,39.89,29,12,0.06552962298025135,3342,228,0
SHP0008659,DE,NL,Kuehne+Nagel,Rail,2445.0,10.86,11444.1,253,0,118.8,27940.12,11.43,16,2,0.11185006045949214,3308,200,1
SHP0002902,NL,TR,Expeditors,Road,146.0,0.51,16408.5,78,0,120.2,7636.24,52.3,10,1,0.06552962298025135,3342,212,0
SHP0005160,CN,TR,Kuehne+Nagel,Sea,2699.5,14.41,9824.8,112,0,95.0,154267.47,57.15,31,8,0.11185006045949214,3308,218,0
SHP0005829,PL,FR,DB Schenker,Rail,4830.3,14.74,14136.7,404,0,127.1,222579.35,46.08,15,8,0.18876941457586618,3348,215,0
SHP0001583,TR,FR,DB Schenker,Road,2807.2,8.01,18503.5,94,0,89.6,113010.53,40.26,12,6,0.18876941457586618,3348,241,0
SHP0015276,TR,IN,Kuehne+Nagel,Rail,636.6,3.06,11821.9,375,1,90.6,31867.03,50.06,14,3,0.11185006045949214,3308,202,1
SHP0013108,FR,US,DB Schenker,Sea,3844.3,23.22,13565.1,138,0,111.1,67424.6,17.54,33,1,0.18876941457586618,3348,201,1
SHP0016654,IN,CN,Expeditors,Sea,1106.7,4.12,8799.5,195,0,113.1,50782.11,45.89,30,12,0.06552962298025135,3342,232,0
SHP0011331,GB,US,Expeditors,Sea,944.6,3.04,5502.1,58,0,121.3,44575.17,47.19,30,5,0.06552962298025135,3342,229,0
SHP0012552,DE,NL,MaerskX,Rail,1299.5,4.03,13594.5,288,0,106.1,55221.79,42.49,14,11,0.15361354702146962,3307,200,0
SHP0017599,CN,PL,Kuehne+Nagel,Rail,1065.6,4.15,1099.6,281,0,112.8,57397.06,53.86,12,1,0.11185006045949214,3308,206,0
SHP0009185,DE,FR,Kuehne+Nagel,Air,1265.4,3.24,10371.5,306,0,105.5,69478.4,54.91,7,1,0.11185006045949214,3308,232,0
SHP0014099,IN,PL,DB Schenker,Rail,1409.8,5.16,2531.9,232,0,102.3,53676.22,38.07,11,3,0.18876941457586618,3348,187,0
SHP0008566,DE,NL,CMA-CGM,Air,728.5,2.12,8108.2,468,0,92.0,33730.98,46.3,6,9,0.4322884012539185,3190,200,0
SHP0017399,DE,VN,Expeditors,Rail,2328.4,8.79,6048.1,224,0,79.7,48495.23,20.83,13,12,0.06552962298025135,3342,231,0
SHP0001447,PL,US,CMA-CGM,Rail,660.8,2.23,11466.7,317,0,93.4,37727.55,57.09,18,3,0.4322884012539185,3190,245,1
SHP0015408,FR,VN,Expeditors,Sea,612.0,3.64,13876.8,144,0,83.0,22057.61,36.04,31,5,0.06552962298025135,3342,212,0
SHP0012995,CN,DE,Kuehne+Nagel,Rail,1442.6,4.77,15173.9,199,0,95.0,32427.06,22.48,15,8,0.11185006045949214,3308,224,0
SHP0019364,FR,CN,Kuehne+Nagel,Air,447.2,1.63,13255.0,496,0,108.7,19997.46,44.72,7,9,0.11185006045949214,3308,210,0
SHP0016242,NL,TR,DHL-Freight,Air,2704.6,11.83,16328.8,349,0,111.4,84639.93,31.29,7,12,0.2991150442477876,3390,212,0
SHP0015593,NL,VN,MaerskX,Sea,2000.9,9.89,13748.3,73,0,94.9,52620.25,26.3,31,5,0.15361354702146962,3307,199,0
SHP0011739,CN,GB,MaerskX,Air,2277.0,6.04,10677.6,391,0,117.6,104719.68,45.99,8,3,0.15361354702146962,3307,205,0
SHP0000663,DE,CN,DB Schenker,Rail,1089.5,3.77,3572.8,5,0,97.7,18114.23,16.63,13,1,0.18876941457586618,3348,234,0
SHP0019035,GB,PL,DHL-Freight,Road,1116.3,3.76,9181.5,232,0,93.0,56355.77,50.48,8,2,0.2991150442477876,3390,217,1
SHP0014208,FR,PL,DB Schenker,Air,4098.7,10.88,2426.9,157,0,94.2,43619.23,10.64,4,3,0.18876941457586618,3348,212,0
SHP0002069,PL,DE,CMA-CGM,Road,450.5,1.36,18800.9,102,0,101.2,6974.45,15.48,11,7,0.4322884012539185,3190,238,1
SHP0002109,GB,PL,MaerskX,Air,1712.6,4.32,1039.7,122,0,103.3,59140.36,34.53,5,4,0.15361354702146962,3307,217,0
SHP0004370,GB,NL,DB Schenker,Rail,2676.4,8.32,14747.8,250,0,107.8,16263.29,6.08,16,11,0.18876941457586618,3348,200,0
SHP0008075,TR,PL,Kuehne+Nagel,Road,2054.0,8.08,7659.2,315,0,90.6,40790.43,19.86,8,4,0.11185006045949214,3308,239,1
SHP0014391,PL,IN,Kuehne+Nagel,Rail,3718.6,19.54,13884.6,347,0,101.3,179122.11,48.17,13,6,0.11185006045949214,3308,206,0
SHP0016394,TR,NL,MaerskX,Road,679.6,1.81,18071.4,65,0,79.4,40115.97,59.03,10,2,0.15361354702146962,3307,217,0
SHP0009570,CN,DE,MaerskX,Road,1135.5,5.18,3480.2,337,0,111.0,58332.79,51.37,6,4,0.15361354702146962,3307,224,1
SHP0002522,GB,FR,DHL-Freight,Rail,1507.4,5.01,4063.0,474,0,90.9,75537.35,50.11,14,3,0.2991150442477876,3390,218,0
SHP0012958,TR,GB,CMA-CGM,Sea,1827.5,5.04,2732.5,308,0,103.4,75184.1,41.14,30,11,0.4322884012539185,3190,229,1
SHP0013310,PL,GB,MaerskX,Sea,2349.9,7.91,5553.0,267,0,134.3,118717.15,50.52,29,2,0.15361354702146962,3307,225,0
SHP0013054,FR,GB,DB Schenker,Sea,1946.1,8.21,18556.4,319,0,90.0,32481.97,16.69,34,4,0.18876941457586618,3348,215,1
SHP0008689,VN,IN,Kuehne+Nagel,Air,585.3,2.15,13567.5,47,0,105.7,8642.96,14.77,5,4,0.11185006045949214,3308,203,0
SHP0019273,IN,CN,CMA-CGM,Air,2287.9,10.21,10241.7,396,0,113.7,68955.13,30.14,7,11,0.4322884012539185,3190,232,1
SHP0007128,US,IN,DB Schenker,Road,501.6,1.93,10470.6,260,0,92.5,20592.07,41.05,10,1,0.18876941457586618,3348,230,0
SHP0017541,FR,VN,DB Schenker,Rail,1776.6,11.61,16619.3,230,0,101.7,33588.1,18.91,15,6,0.18876941457586618,3348,212,0
SHP0013847,US,PL,CMA-CGM,Air,660.9,2.02,7938.3,223,0,88.4,32541.82,49.24,6,2,0.4322884012539185,3190,224,0
SHP0009834,DE,IN,MaerskX,Rail,1089.6,6.41,423.5,256,0,87.9,25255.22,23.18,14,2,0.15361354702146962,3307,231,0
SHP0008081,US,VN,DB Schenker,Road,3872.6,11.8,5859.2,159,0,114.4,34926.76,9.02,6,6,0.18876941457586618,3348,234,0
SHP0003635,NL,PL,Expeditors,Rail,802.4,5.14,2767.0,463,0,114.5,24585.34,30.64,14,7,0.06552962298025135,3342,225,0
SHP0005912,DE,PL,Kuehne+Nagel,Sea,4188.9,18.77,9513.9,11,0,110.6,134623.9,32.14,30,5,0.11185006045949214,3308,209,0
SHP0015139,DE,FR,Expeditors,Road,1392.1,4.85,11182.7,150,0,110.0,25765.32,18.51,10,4,0.06552962298025135,3342,232,0
SHP0002281,DE,IN,Expeditors,Rail,2108.1,6.04,14468.4,183,1,105.8,102692.7,48.71,16,1,0.06552962298025135,3342,231,0
SHP0013515,PL,IN,Kuehne+Nagel,Air,627.4,1.61,10920.1,342,0,101.1,25807.26,41.13,7,12,0.11185006045949214,3308,206,0
SHP0011684,GB,DE,CMA-CGM,Air,1597.0,5.95,14507.2,383,0,119.1,29305.94,18.35,8,5,0.4322884012539185,3190,203,1
SHP0000871,TR,FR,Kuehne+Nagel,Air,2231.1,7.56,11739.9,305,0,93.0,90765.55,40.68,5,10,0.11185006045949214,3308,241,0
SHP0003376,US,TR,Expeditors,Sea,3398.6,17.42,14704.7,472,0,112.3,199417.89,58.68,32,3,0.06552962298025135,3342,204,0
SHP0009635,GB,VN,DB Schenker,Rail,1085.5,4.56,3209.5,41,0,106.3,59755.19,55.05,12,8,0.18876941457586618,3348,230,0
SHP0006153,FR,NL,DHL-Freight,Sea,1677.4,4.55,1238.0,119,0,89.4,62239.61,37.1,27,4,0.2991150442477876,3390,249,1
SHP0007794,CN,DE,CMA-CGM,Sea,1439.1,9.42,9546.0,303,0,91.5,61697.55,42.87,29,1,0.4322884012539185,3190,224,0
SHP0000440,VN,DE,DB Schenker,Air,2775.0,7.44,15599.4,185,0,115.3,30239.16,10.9,8,9,0.18876941457586618,3348,222,0
SHP0009089,VN,GB,Expeditors,Rail,242.6,1.25,9140.1,84,0,102.2,3968.86,16.36,14,4,0.06552962298025135,3342,227,0
SHP0018106,TR,FR,DHL-Freight,Rail,1846.9,12.15,3115.4,9,0,92.9,99957.19,54.12,14,5,0.2991150442477876,3390,241,0
SHP0005019,DE,FR,CMA-CGM,Road,973.7,6.35,11017.1,391,0,99.9,57801.87,59.36,10,6,0.4322884012539185,3190,232,0
SHP0018143,FR,US,DHL-Freight,Rail,4446.8,14.19,18724.7,462,0,114.7,259762.19,58.42,18,4,0.2991150442477876,3390,201,0
SHP0000971,US,IN,DB Schenker,Rail,134.3,0.57,15014.9,215,0,95.9,4634.75,34.51,15,11,0.18876941457586618,3348,230,0
SHP0015447,TR,US,MaerskX,Rail,853.4,4.2,9083.6,7,0,92.4,45360.65,53.15,14,8,0.15361354702146962,3307,215,1
SHP0014020,CN,US,Kuehne+Nagel,Rail,519.0,1.47,4276.4,119,0,90.9,2158.3,4.16,14,10,0.11185006045949214,3308,215,0
SHP0013088,US,DE,CMA-CGM,Rail,2374.8,8.93,3538.9,229,0,117.4,87845.47,36.99,14,5,0.4322884012539185,3190,239,1
SHP0013677,FR,IN,CMA-CGM,Sea,2374.3,13.9,12210.7,252,1,94.3,62553.01,26.35,30,1,0.4322884012539185,3190,193,0
SHP0011407,GB,TR,Kuehne+Nagel,Air,2105.3,6.8,7332.3,233,0,102.3,103946.79,49.37,6,6,0.11185006045949214,3308,230,0
SHP0012323,PL,DE,Expeditors,Rail,2520.4,14.42,3519.0,472,0,97.7,97828.25,38.81,11,8,0.06552962298025135,3342,238,0
SHP0018283,NL,IN,MaerskX,Rail,1698.9,4.74,2315.3,496,0,97.5,96930.27,57.05,13,3,0.15361354702146962,3307,230,1
SHP0010008,TR,NL,DHL-Freight,Air,2196.5,12.2,10111.7,412,0,113.9,61672.48,28.08,8,1,0.2991150442477876,3390,217,0
SHP0013437,GB,US,MaerskX,Rail,1074.6,3.46,898.0,270,0,96.9,64305.84,59.84,12,11,0.15361354702146962,3307,229,0
SHP0002731,IN,FR,DB Schenker,Road,2540.6,12.69,17700.7,444,0,107.0,72196.45,28.42,11,3,0.18876941457586618,3348,221,0
SHP0017452,GB,FR,Kuehne+Nagel,Rail,1226.5,3.69,4175.7,248,0,98.2,11908.26,9.71,12,9,0.11185006045949214,3308,218,0
SHP0018724,PL,US,DB Schenker,Air,1127.5,4.6,3604.4,16,0,108.4,9812.07,8.7,4,10,0.18876941457586618,3348,245,0
SHP0007722,DE,US,DB Schenker,Rail,1630.7,4.66,9994.4,181,0,98.6,37445.03,22.96,14,6,0.18876941457586618,3348,206,0
SHP0008347,VN,TR,Expeditors,Air,581.1,2.54,16051.3,344,0,86.4,9607.33,16.53,7,5,0.06552962298025135,3342,224,0
SHP0017088,CN,DE,MaerskX,Sea,861.4,2.31,1314.3,19,0,105.8,16458.24,19.11,29,5,0.15361354702146962,3307,224,0
SHP0015142,CN,TR,Kuehne+Nagel,Rail,398.5,2.18,5626.3,143,0,117.0,5945.27,14.92,12,3,0.11185006045949214,3308,218,0
SHP0000646,DE,IN,CMA-CGM,Sea,728.9,4.82,7771.7,48,0,94.7,24703.74,33.89,28,4,0.4322884012539185,3190,231,1
SHP0002099,FR,TR,Kuehne+Nagel,Rail,502.4,1.85,688.3,145,0,99.0,29918.87,59.55,10,5,0.11185006045949214,3308,222,0
SHP0011456,PL,VN,Expeditors,Rail,627.7,2.45,1272.2,358,0,117.4,28316.31,45.11,13,4,0.06552962298025135,3342,225,0
SHP0010673,TR,DE,MaerskX,Road,780.9,2.15,13293.6,253,0,120.4,7270.1,9.31,9,9,0.15361354702146962,3307,218,0
SHP0007994,NL,PL,Expeditors,Sea,646.7,3.55,10629.9,14,0,111.1,5736.66,8.87,29,1,0.06552962298025135,3342,225,0
SHP0014667,CN,VN,DHL-Freight,Sea,1352.6,4.29,16952.7,51,1,90.2,65490.58,48.42,33,7,0.2991150442477876,3390,215,0
SHP0011932,TR,FR,CMA-CGM,Air,2022.1,5.15,5897.6,292,0,112.3,42145.74,20.84,5,1,0.4322884012539185,3190,241,1
SHP0011607,PL,TR,DB Schenker,Rail,4754.4,16.78,10357.0,103,0,106.7,114671.72,24.12,14,9,0.18876941457586618,3348,227,1
SHP0014932,FR,PL,CMA-CGM,Rail,2884.5,8.28,2995.4,213,0,103.6,149947.83,51.98,13,9,0.4322884012539185,3190,212,0
SHP0000599,VN,FR,Kuehne+Nagel,Rail,1157.5,3.52,13956.4,470,0,110.7,57210.34,49.43,15,1,0.11185006045949214,3308,226,0
SHP0019487,GB,VN,Expeditors,Air,6400.8,29.35,1735.9,190,0,85.1,146913.88,22.95,4,4,0.06552962298025135,3342,230,0
SHP0004221,IN,VN,DHL-Freight,Sea,276.9,0.74,15990.2,474,0,80.6,15616.47,56.4,32,6,0.2991150442477876,3390,215,0
SHP0014709,FR,IN,Expeditors,Sea,998.1,3.3,4049.7,185,0,93.0,58889.26,59.0,29,10,0.06552962298025135,3342,193,0
SHP0010452,NL,US,Expeditors,Rail,358.0,1.93,12110.5,402,0,97.5,2524.24,7.05,16,10,0.06552962298025135,3342,215,1
SHP0010170,NL,DE,CMA-CGM,Rail,3440.8,17.9,10498.3,28,0,95.6,144908.47,42.11,15,6,0.4322884012539185,3190,231,0
SHP0006832,GB,US,DHL-Freight,Sea,892.9,4.78,10912.5,211,0,124.4,16714.89,18.72,31,1,0.2991150442477876,3390,229,0
SHP0004989,DE,TR,DHL-Freight,Rail,1971.4,6.44,12403.6,203,0,122.7,56050.07,28.43,15,8,0.2991150442477876,3390,232,1
SHP0016107,DE,NL,CMA-CGM,Road,1929.0,5.23,7490.4,30,0,122.9,21083.07,10.93,8,3,0.4322884012539185,3190,200,0
SHP0002768,VN,DE,DB Schenker,Sea,622.2,1.81,14026.0,339,0,82.6,16679.56,26.81,31,5,0.18876941457586618,3348,222,0
SHP0004308,DE,FR,DB Schenker,Air,912.6,4.79,6588.9,179,0,102.0,31644.05,34.67,5,3,0.18876941457586618,3348,232,0
SHP0011019,TR,NL,MaerskX,Air,596.0,1.75,16093.5,193,0,94.8,33363.16,55.98,9,3,0.15361354702146962,3307,217,0
SHP0013799,GB,US,CMA-CGM,Road,5052.0,18.43,14020.4,390,0,110.9,94276.36,18.66,11,2,0.4322884012539185,3190,229,0
SHP0008091,PL,US,DHL-Freight,Rail,996.0,6.18,6276.2,88,0,104.9,53332.78,53.55,13,6,0.2991150442477876,3390,245,0
SHP0005562,TR,NL,DB Schenker,Road,2901.8,11.45,17962.5,155,0,99.9,25347.8,8.74,10,10,0.18876941457586618,3348,217,1
SHP0011536,FR,DE,DHL-Freight,Road,252.4,0.74,14349.3,395,1,95.8,1696.28,6.72,7,3,0.2991150442477876,3390,253,1
SHP0012793,CN,VN,Kuehne+Nagel,Road,1088.1,4.1,17140.7,307,0,93.8,57660.96,52.99,10,4,0.11185006045949214,3308,215,0
SHP0016939,VN,TR,Expeditors,Air,128.2,0.57,17616.2,431,0,94.1,4193.49,32.71,8,7,0.06552962298025135,3342,224,0
SHP0013620,TR,GB,Expeditors,Air,1518.1,9.14,13260.4,396,0,88.7,50871.97,33.51,8,11,0.06552962298025135,3342,229,0
SHP0009013,NL,CN,DHL-Freight,Road,3470.9,14.52,3145.1,165,0,96.1,137004.57,39.47,5,4,0.2991150442477876,3390,210,0
SHP0008951,IN,PL,Kuehne+Nagel,Air,1351.4,4.18,768.8,53,0,106.7,35191.65,26.04,4,3,0.11185006045949214,3308,187,0
SHP0001791,IN,US,Kuehne+Nagel,Road,3596.6,9.08,10707.0,252,0,80.1,176200.62,48.99,8,6,0.11185006045949214,3308,230,0
SHP0007963,FR,DE,DHL-Freight,Road,2066.9,11.09,6907.6,357,0,108.7,92501.6,44.75,7,3,0.2991150442477876,3390,253,0
SHP0011581,VN,GB,Expeditors,Rail,1673.8,8.42,8120.0,176,1,88.4,61980.59,37.03,13,3,0.06552962298025135,3342,227,0
SHP0012885,US,VN,DHL-Freight,Air,909.2,2.59,5409.9,315,0,92.7,52979.3,58.27,4,2,0.2991150442477876,3390,234,0
SHP0014316,GB,CN,DHL-Freight,Sea,948.6,2.55,15403.7,55,0,90.2,21781.06,22.96,31,7,0.2991150442477876,3390,194,0
SHP0017040,VN,FR,DB Schenker,Sea,866.2,2.48,12946.1,418,0,108.5,29392.95,33.93,30,2,0.18876941457586618,3348,226,0
SHP0007159,US,VN,MaerskX,Air,1646.0,8.43,1365.9,8,0,120.7,23991.65,14.58,5,7,0.15361354702146962,3307,234,0
SHP0001165,CN,DE,CMA-CGM,Road,6392.1,17.64,11261.2,382,0,110.1,176481.74,27.61,8,12,0.4322884012539185,3190,224,0
SHP0015260,NL,TR,DHL-Freight,Rail,1170.5,6.04,16185.4,295,1,106.3,41959.55,35.85,17,3,0.2991150442477876,3390,212,0
SHP0012269,NL,IN,CMA-CGM,Rail,173.4,0.49,17534.3,40,0,97.3,5377.11,31.01,18,5,0.4322884012539185,3190,230,0
SHP0008248,DE,VN,DHL-Freight,Road,278.9,1.35,2353.6,317,0,97.3,9481.87,34.0,6,9,0.2991150442477876,3390,231,0
SHP0018546,VN,FR,Kuehne+Nagel,Rail,2151.0,8.74,10408.4,385,0,136.8,14427.69,6.71,14,2,0.11185006045949214,3308,226,0
SHP0015985,IN,FR,CMA-CGM,Sea,5741.5,20.47,6007.4,168,1,114.2,300921.74,52.41,29,4,0.4322884012539185,3190,221,1
SHP0019991,IN,CN,Kuehne+Nagel,Rail,1369.8,3.91,687.4,193,0,107.6,48105.15,35.12,12,4,0.11185006045949214,3308,232,0
SHP0019077,VN,GB,DB Schenker,Sea,215.8,0.88,12824.2,357,0,83.5,3396.9,15.74,30,7,0.18876941457586618,3348,227,1
SHP0007041,GB,CN,DHL-Freight,Road,303.3,1.29,15415.2,457,0,120.3,17172.01,56.62,9,4,0.2991150442477876,3390,194,0
SHP0016862,FR,DE,Expeditors,Sea,934.5,2.63,7496.0,321,0,107.9,38997.24,41.73,30,4,0.06552962298025135,3342,253,0
SHP0007780,PL,VN,MaerskX,Rail,588.4,1.56,951.0,494,0,107.1,6506.81,11.06,11,4,0.15361354702146962,3307,225,0
SHP0003667,DE,GB,MaerskX,Rail,2963.2,9.03,14753.0,401,0,115.7,154407.32,52.11,16,3,0.15361354702146962,3307,233,0
SHP0017090,DE,FR,MaerskX,Road,2011.5,5.13,4850.1,23,0,125.6,29072.69,14.45,7,7,0.15361354702146962,3307,232,0
SHP0004165,PL,NL,MaerskX,Sea,2116.6,5.74,1681.7,83,0,114.9,56907.2,26.89,29,1,0.15361354702146962,3307,228,0
SHP0014804,DE,GB,MaerskX,Rail,1447.5,7.62,3109.2,156,0,92.6,39945.38,27.6,14,5,0.15361354702146962,3307,233,0
SHP0008681,CN,TR,Expeditors,Road,980.7,3.45,12846.9,406,0,100.4,44907.37,45.79,10,2,0.06552962298025135,3342,218,1
SHP0007891,CN,TR,DHL-Freight,Rail,1114.6,4.23,6614.3,222,1,117.0,60099.33,53.92,13,11,0.2991150442477876,3390,218,0
SHP0010400,VN,PL,Expeditors,Rail,692.1,1.84,5404.9,342,0,87.6,27767.45,40.12,13,6,0.06552962298025135,3342,245,0
SHP0009874,NL,IN,Kuehne+Nagel,Air,2086.3,6.29,6336.0,474,0,106.9,119162.37,57.12,7,9,0.11185006045949214,3308,230,0
SHP0005511,DE,FR,DHL-Freight,Road,3412.2,21.71,15840.4,312,0,97.4,63874.6,18.72,11,2,0.2991150442477876,3390,232,1
SHP0015096,FR,VN,MaerskX,Road,153.5,0.66,14402.6,317,1,105.1,6799.8,44.3,9,12,0.15361354702146962,3307,212,0
SHP0009395,TR,CN,Expeditors,Road,2149.0,9.67,14208.9,52,0,112.0,114837.43,53.44,10,12,0.06552962298025135,3342,219,0
SHP0009229,VN,TR,CMA-CGM,Sea,844.1,3.44,11490.7,390,0,98.8,8194.93,9.71,32,4,0.4322884012539185,3190,224,1
SHP0004517,DE,CN,MaerskX,Rail,2954.8,19.0,12605.3,403,1,111.7,164078.13,55.53,14,2,0.15361354702146962,3307,234,0
SHP0009463,CN,VN,Expeditors,Road,1613.0,4.46,17116.3,314,0,89.6,62487.83,38.74,9,4,0.06552962298025135,3342,215,0
SHP0009598,DE,FR,CMA-CGM,Rail,1117.9,5.19,1698.2,449,0,108.2,28209.99,25.23,13,2,0.4322884012539185,3190,232,0
SHP0010630,IN,GB,DB Schenker,Air,2505.6,7.85,13789.5,177,0,69.3,28383.73,11.33,6,12,0.18876941457586618,3348,221,0
SHP0004274,NL,US,DB Schenker,Road,618.3,2.92,16797.2,336,0,117.0,5404.67,8.74,12,2,0.18876941457586618,3348,215,0
SHP0014776,DE,NL,Expeditors,Road,633.5,2.45,13464.8,58,0,105.6,3251.87,5.13,9,2,0.06552962298025135,3342,200,0
SHP0019022,US,IN,Expeditors,Road,108.2,0.31,3758.2,16,0,100.1,3423.8,31.64,6,2,0.06552962298025135,3342,230,0
SHP0007744,PL,US,Expeditors,Air,3540.0,11.43,676.2,159,0,83.9,143676.29,40.59,5,1,0.06552962298025135,3342,245,0
SHP0006336,FR,DE,DHL-Freight,Sea,74.0,0.23,4690.1,490,0,108.6,4000.42,54.06,30,4,0.2991150442477876,3390,253,0
SHP0007136,GB,CN,Kuehne+Nagel,Air,2566.6,7.4,9958.8,408,0,93.4,87458.5,34.08,7,3,0.11185006045949214,3308,194,0
SHP0005768,CN,IN,Expeditors,Rail,2108.4,7.39,7761.9,426,0,129.1,49984.02,23.71,14,5,0.06552962298025135,3342,228,0
SHP0011789,NL,DE,DB Schenker,Rail,753.5,4.26,1126.1,461,0,114.7,33707.37,44.73,12,5,0.18876941457586618,3348,231,0
SHP0011856,IN,US,Kuehne+Nagel,Sea,2130.4,11.89,2255.5,28,0,95.8,74290.71,34.87,30,11,0.11185006045949214,3308,230,0
SHP0010776,IN,GB,Kuehne+Nagel,Road,2033.7,11.38,13576.8,65,0,111.2,36074.33,17.74,10,1,0.11185006045949214,3308,221,0
SHP0005566,NL,IN,DHL-Freight,Road,3302.6,20.94,6628.3,416,0,128.9,188859.33,57.19,7,7,0.2991150442477876,3390,230,0
SHP0015198,TR,CN,Kuehne+Nagel,Sea,2859.1,16.1,15459.1,223,0,110.2,157161.09,54.97,33,6,0.11185006045949214,3308,219,1
SHP0014238,CN,US,MaerskX,Air,1426.5,4.15,10993.3,347,0,64.0,28220.39,19.78,7,5,0.15361354702146962,3307,215,1
SHP0006051,PL,TR,DB Schenker,Rail,1403.8,6.81,769.2,115,0,90.6,22301.4,15.89,12,2,0.18876941457586618,3348,227,0
SHP0004206,US,IN,CMA-CGM,Sea,1285.6,4.24,4488.9,275,0,93.7,19799.67,15.4,29,3,0.4322884012539185,3190,230,0
SHP0014582,GB,VN,DB Schenker,Rail,552.6,2.63,9892.4,347,0,100.9,11772.47,21.3,15,4,0.18876941457586618,3348,230,0
SHP0001599,NL,GB,DB Schenker,Rail,332.9,1.17,14053.7,452,0,107.9,11548.72,34.69,15,9,0.18876941457586618,3348,222,0
